id	nodes	label
518	<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Livestock>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#HoofedMammal>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#HoofedMammal>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Livestock>, <http://reliant.teknowledge.com/DAML/Economy.owl#Camel>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turtle>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/SUMO.owl#HoofedMammal>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Poultry>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]}
519	<http://reliant.teknowledge.com/DAML/SUMO.owl#Meat>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#MeatOfLandAnimal>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#AnimalAgriculturalProduct>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#MeatOfLandAnimal>, <http://reliant.teknowledge.com/DAML/Economy.owl#Mutton>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffaloMeat>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#ChickenMeat>, <http://reliant.teknowledge.com/DAML/Economy.owl#LambMeat>, <http://reliant.teknowledge.com/DAML/Economy.owl#Pork>, <http://reliant.teknowledge.com/DAML/Economy.owl#TurkeyMeat>, <http://reliant.teknowledge.com/DAML/Economy.owl#Veal>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Beef>], head=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#MeatOfLandAnimal>, <http://reliant.teknowledge.com/DAML/Economy.owl#Seafood>]},TempateExpression{body=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#MeatOfLandAnimal>, <http://reliant.teknowledge.com/DAML/Economy.owl#Seafood>], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#AnimalAgriculturalProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#Livestock>, <http://reliant.teknowledge.com/DAML/Economy.owl#Pelt>, <http://reliant.teknowledge.com/DAML/Economy.owl#WoolFiber>, <http://reliant.teknowledge.com/DAML/SUMO.owl#HoofedMammal>, <http://reliant.teknowledge.com/DAML/SUMO.owl#Meat>, <http://reliant.teknowledge.com/DAML/Economy.owl#FoodEgg>, <http://reliant.teknowledge.com/DAML/Economy.owl#OrnamentalFish>, <http://reliant.teknowledge.com/DAML/Economy.owl#DairyProduct>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Honey>, <http://reliant.teknowledge.com/DAML/Economy.owl#FishProduct>]}
520	<http://reliant.teknowledge.com/DAML/Economy.owl#AnimalSkin>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Pelt>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#BodyCovering>]},TempateExpression{body=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#Pelt>], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#BodyCovering>, <http://reliant.teknowledge.com/DAML/Economy.owl#AnimalSkin>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Pelt>, <http://reliant.teknowledge.com/DAML/Economy.owl#Lambskin>, <http://reliant.teknowledge.com/DAML/Economy.owl#Sheepskin>], head=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#Pelt>]}
521	<http://reliant.teknowledge.com/DAML/SUMO.owl#Reptile>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Turtle>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Turtle>], head=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#Turtle>]}
522	<http://reliant.teknowledge.com/DAML/Economy.owl#Poultry>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Goose>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Turkey>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Bird>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Livestock>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Chicken>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Duck>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Goose>], head=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#Duck>, <http://reliant.teknowledge.com/DAML/Economy.owl#Goose>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turkey>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Chicken>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Turkey>], head=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#Duck>, <http://reliant.teknowledge.com/DAML/Economy.owl#Goose>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turkey>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Chicken>]},TempateExpression{body=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#Duck>, <http://reliant.teknowledge.com/DAML/Economy.owl#Goose>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turkey>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Chicken>], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Livestock>, <http://reliant.teknowledge.com/DAML/Economy.owl#Camel>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turtle>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cattle>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sheep>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Goat>, <http://reliant.teknowledge.com/DAML/SUMO.owl#HoofedMammal>, <http://reliant.teknowledge.com/DAML/Economy.owl#WaterBuffalo>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Horse>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Pig>, <http://reliant.teknowledge.com/DAML/Economy.owl#Reindeer>, <http://reliant.teknowledge.com/DAML/Economy.owl#Poultry>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Donkey>, <http://reliant.teknowledge.com/DAML/Economy.owl#Deer>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Duck>], head=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#Duck>, <http://reliant.teknowledge.com/DAML/Economy.owl#Goose>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turkey>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Chicken>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Chicken>], head=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#Duck>, <http://reliant.teknowledge.com/DAML/Economy.owl#Goose>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turkey>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Chicken>]},TempateExpression{body=[?, <http://reliant.teknowledge.com/DAML/Economy.owl#Duck>, <http://reliant.teknowledge.com/DAML/Economy.owl#Goose>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turkey>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Chicken>], head=[<http://reliant.teknowledge.com/DAML/SUMO.owl#Bird>, <http://reliant.teknowledge.com/DAML/Economy.owl#Poultry>]}
523	<http://reliant.teknowledge.com/DAML/Economy.owl#Berry>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Banana>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Breadfruit>]},TempateExpression{body=[?], head=[owl:Nothing]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Banana>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#GroceryProduce>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Breadfruit>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Banana>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Breadfruit>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#GroceryProduce>, <http://reliant.teknowledge.com/DAML/Economy.owl#Plantain>, <http://reliant.teknowledge.com/DAML/Economy.owl#Peanut>, <http://reliant.teknowledge.com/DAML/Economy.owl#Melon>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#DateFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cabbage>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cassava>, <http://reliant.teknowledge.com/DAML/Economy.owl#Groundnut>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cucumber>, <http://reliant.teknowledge.com/DAML/Economy.owl#CitrusFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#TropicalFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#SweetPotatoTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#YamTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#Grape>, <http://reliant.teknowledge.com/DAML/Economy.owl#Berry>, <http://reliant.teknowledge.com/DAML/Economy.owl#Olive>, <http://reliant.teknowledge.com/DAML/Economy.owl#Tomato>, <http://reliant.teknowledge.com/DAML/Economy.owl#Papaw>, <http://reliant.teknowledge.com/DAML/Economy.owl#TaroTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#SweetPepper>, <http://reliant.teknowledge.com/DAML/Economy.owl#Mango>, <http://reliant.teknowledge.com/DAML/Economy.owl#Papaya>, <http://reliant.teknowledge.com/DAML/Economy.owl#GreenPepper>, <http://reliant.teknowledge.com/DAML/Economy.owl#Pineapple>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cauliflower>, <http://reliant.teknowledge.com/DAML/Economy.owl#Carrot>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Avocado>, <http://reliant.teknowledge.com/DAML/Economy.owl#Eggplant>, <http://reliant.teknowledge.com/DAML/Economy.owl#PassionFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Apple>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turnip>, <http://reliant.teknowledge.com/DAML/Economy.owl#PotatoTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#EdibleNut>, <http://reliant.teknowledge.com/DAML/Economy.owl#LeafyGreenVegetable>, <http://reliant.teknowledge.com/DAML/Economy.owl#Corn>, <http://reliant.teknowledge.com/DAML/Economy.owl#Coconut>, <http://reliant.teknowledge.com/DAML/Economy.owl#SugarCane>, <http://reliant.teknowledge.com/DAML/Economy.owl#Squash>, <http://reliant.teknowledge.com/DAML/Economy.owl#Breadfruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Banana>]},TempateExpression{body=[?], head=[owl:Nothing]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Banana>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Breadfruit>], head=[?]}
524	<http://reliant.teknowledge.com/DAML/Economy.owl#PalmKernel>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#PlantAgriculturalProduct>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#PlantAgriculturalProduct>, <http://reliant.teknowledge.com/DAML/Economy.owl#CoffeeBean>, <http://reliant.teknowledge.com/DAML/Economy.owl#Soya>, <http://reliant.teknowledge.com/DAML/Economy.owl#Quinine>, <http://reliant.teknowledge.com/DAML/Economy.owl#GumArabic>, <http://reliant.teknowledge.com/DAML/Economy.owl#Clover>, <http://reliant.teknowledge.com/DAML/Economy.owl#CutFlower>, <http://reliant.teknowledge.com/DAML/Economy.owl#Coca>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cocaine>, <http://reliant.teknowledge.com/DAML/Economy.owl#Khat>, <http://reliant.teknowledge.com/DAML/Economy.owl#Sunflower>, <http://reliant.teknowledge.com/DAML/Economy.owl#JuteFiber>, <http://reliant.teknowledge.com/DAML/Economy.owl#CottonFiber>, <http://reliant.teknowledge.com/DAML/Economy.owl#RootVegetable>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Wine>, <http://reliant.teknowledge.com/DAML/Economy.owl#RootStarch>, <http://reliant.teknowledge.com/DAML/Economy.owl#VegetableOil>, <http://reliant.teknowledge.com/DAML/Economy.owl#EdibleTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#ForageCrop>, <http://reliant.teknowledge.com/DAML/Economy.owl#PerfumeEssence>, <http://reliant.teknowledge.com/DAML/Economy.owl#Tobacco>, <http://reliant.teknowledge.com/DAML/Economy.owl#SisalFiber>, <http://reliant.teknowledge.com/DAML/Economy.owl#Pyrethrum>, <http://reliant.teknowledge.com/DAML/Economy.owl#Sesame>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Sugar>, <http://reliant.teknowledge.com/DAML/Economy.owl#Spice>, <http://reliant.teknowledge.com/DAML/Economy.owl#NorfolkIslandPineSeed>, <http://reliant.teknowledge.com/DAML/Economy.owl#OpiumPoppy>, <http://reliant.teknowledge.com/DAML/Economy.owl#Alfalfa>, <http://reliant.teknowledge.com/DAML/Economy.owl#CocoaBean>, <http://reliant.teknowledge.com/DAML/Economy.owl#GroceryProduce>, <http://reliant.teknowledge.com/DAML/Economy.owl#MulberryLeaf>, <http://reliant.teknowledge.com/DAML/Economy.owl#SunflowerSeed>, <http://reliant.teknowledge.com/DAML/Economy.owl#WineGrape>, <http://reliant.teknowledge.com/DAML/Economy.owl#PalmOilNut>, <http://reliant.teknowledge.com/DAML/Economy.owl#FlaxFiber>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Opium>, <http://reliant.teknowledge.com/DAML/Economy.owl#PalmKernel>, <http://reliant.teknowledge.com/DAML/Economy.owl#HempFiber>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cocoa>, <http://reliant.teknowledge.com/DAML/Economy.owl#Legume>, <http://reliant.teknowledge.com/DAML/Economy.owl#KentiaPalmSeed>, <http://reliant.teknowledge.com/DAML/Economy.owl#Orchid>, <http://reliant.teknowledge.com/DAML/Economy.owl#Oilseed>, <http://reliant.teknowledge.com/DAML/Economy.owl#NaturalRubber>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#CerealGrain>, <http://reliant.teknowledge.com/DAML/Economy.owl#Chrysanthemum>, <http://reliant.teknowledge.com/DAML/Economy.owl#Aloes>, <http://reliant.teknowledge.com/DAML/Economy.owl#Copra>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cannabis>, <http://reliant.teknowledge.com/DAML/Economy.owl#Nut>]}
525	<http://reliant.teknowledge.com/DAML/Economy.owl#Tomato>	TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#TaroTuber>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#TropicalFruit>]},TempateExpression{body=[?], head=[owl:Nothing]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#TaroTuber>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Fruit>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#TropicalFruit>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#GroceryProduce>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Fruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#CitrusFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#TropicalFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Grape>, <http://reliant.teknowledge.com/DAML/Economy.owl#Berry>, <http://reliant.teknowledge.com/DAML/Economy.owl#Olive>, <http://reliant.teknowledge.com/DAML/Economy.owl#Tomato>, <http://reliant.teknowledge.com/DAML/Economy.owl#Apple>, <http://reliant.teknowledge.com/DAML/Economy.owl#Melon>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#TaroTuber>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#GroceryProduce>, <http://reliant.teknowledge.com/DAML/Economy.owl#Plantain>, <http://reliant.teknowledge.com/DAML/Economy.owl#Peanut>, <http://reliant.teknowledge.com/DAML/Economy.owl#Melon>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#DateFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cabbage>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cassava>, <http://reliant.teknowledge.com/DAML/Economy.owl#Groundnut>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cucumber>, <http://reliant.teknowledge.com/DAML/Economy.owl#CitrusFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#TropicalFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#SweetPotatoTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#YamTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#Grape>, <http://reliant.teknowledge.com/DAML/Economy.owl#Berry>, <http://reliant.teknowledge.com/DAML/Economy.owl#Olive>, <http://reliant.teknowledge.com/DAML/Economy.owl#Tomato>, <http://reliant.teknowledge.com/DAML/Economy.owl#Papaw>, <http://reliant.teknowledge.com/DAML/Economy.owl#TaroTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#SweetPepper>, <http://reliant.teknowledge.com/DAML/Economy.owl#Mango>, <http://reliant.teknowledge.com/DAML/Economy.owl#Papaya>, <http://reliant.teknowledge.com/DAML/Economy.owl#GreenPepper>, <http://reliant.teknowledge.com/DAML/Economy.owl#Pineapple>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cauliflower>, <http://reliant.teknowledge.com/DAML/Economy.owl#Carrot>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Avocado>, <http://reliant.teknowledge.com/DAML/Economy.owl#Eggplant>, <http://reliant.teknowledge.com/DAML/Economy.owl#PassionFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Apple>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turnip>, <http://reliant.teknowledge.com/DAML/Economy.owl#PotatoTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#EdibleNut>, <http://reliant.teknowledge.com/DAML/Economy.owl#LeafyGreenVegetable>, <http://reliant.teknowledge.com/DAML/Economy.owl#Corn>, <http://reliant.teknowledge.com/DAML/Economy.owl#Coconut>, <http://reliant.teknowledge.com/DAML/Economy.owl#SugarCane>, <http://reliant.teknowledge.com/DAML/Economy.owl#Squash>, <http://reliant.teknowledge.com/DAML/Economy.owl#Breadfruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Banana>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#TropicalFruit>]},TempateExpression{body=[?], head=[owl:Nothing]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#TaroTuber>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#TropicalFruit>], head=[?]}
526	<http://reliant.teknowledge.com/DAML/Economy.owl#Mango>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Machinery>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#TropicalFruit>]},TempateExpression{body=[?], head=[owl:Nothing]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Machinery>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#GroceryProduce>]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Melon>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Melon>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Machinery>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#GroceryProduce>, <http://reliant.teknowledge.com/DAML/Economy.owl#Plantain>, <http://reliant.teknowledge.com/DAML/Economy.owl#Peanut>, <http://reliant.teknowledge.com/DAML/Economy.owl#Melon>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#DateFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cabbage>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cassava>, <http://reliant.teknowledge.com/DAML/Economy.owl#Groundnut>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cucumber>, <http://reliant.teknowledge.com/DAML/Economy.owl#CitrusFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#TropicalFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#SweetPotatoTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#YamTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#Grape>, <http://reliant.teknowledge.com/DAML/Economy.owl#Berry>, <http://reliant.teknowledge.com/DAML/Economy.owl#Olive>, <http://reliant.teknowledge.com/DAML/Economy.owl#Tomato>, <http://reliant.teknowledge.com/DAML/Economy.owl#Papaw>, <http://reliant.teknowledge.com/DAML/Economy.owl#TaroTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#SweetPepper>, <http://reliant.teknowledge.com/DAML/Economy.owl#Mango>, <http://reliant.teknowledge.com/DAML/Economy.owl#Papaya>, <http://reliant.teknowledge.com/DAML/Economy.owl#GreenPepper>, <http://reliant.teknowledge.com/DAML/Economy.owl#Pineapple>, <http://reliant.teknowledge.com/DAML/Economy.owl#Cauliflower>, <http://reliant.teknowledge.com/DAML/Economy.owl#Carrot>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Avocado>, <http://reliant.teknowledge.com/DAML/Economy.owl#Eggplant>, <http://reliant.teknowledge.com/DAML/Economy.owl#PassionFruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Apple>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turnip>, <http://reliant.teknowledge.com/DAML/Economy.owl#PotatoTuber>, <http://reliant.teknowledge.com/DAML/Economy.owl#EdibleNut>, <http://reliant.teknowledge.com/DAML/Economy.owl#LeafyGreenVegetable>, <http://reliant.teknowledge.com/DAML/Economy.owl#Corn>, <http://reliant.teknowledge.com/DAML/Economy.owl#Coconut>, <http://reliant.teknowledge.com/DAML/Economy.owl#SugarCane>, <http://reliant.teknowledge.com/DAML/Economy.owl#Squash>, <http://reliant.teknowledge.com/DAML/Economy.owl#Breadfruit>, <http://reliant.teknowledge.com/DAML/Economy.owl#Banana>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#TropicalFruit>]},TempateExpression{body=[?], head=[owl:Nothing]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Machinery>], head=[?]},TempateExpression{body=[<http://reliant.teknowledge.com/DAML/Economy.owl#Melon>], head=[?]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Melon>]}
527	<http://reliant.teknowledge.com/DAML/Economy.owl#SorghumGrain>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#CerealGrain>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#CerealGrain>, <http://reliant.teknowledge.com/DAML/Economy.owl#RiceGrain>, <http://reliant.teknowledge.com/DAML/Economy.owl#SorghumGrain>, <http://reliant.teknowledge.com/DAML/Economy.owl#MaizeGrain>, <http://reliant.teknowledge.com/DAML/Economy.owl#WheatGrain>, <http://reliant.teknowledge.com/DAML/Economy.owl#RyeGrain>, <http://reliant.teknowledge.com/DAML/Economy.owl#MilletGrain>, <http://reliant.teknowledge.com/DAML/Economy.owl#OatGrain>, <http://reliant.teknowledge.com/DAML/Economy.owl#BarleyGrain>]}
528	<http://reliant.teknowledge.com/DAML/Economy.owl#Duck>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Poultry>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#Poultry>, <http://reliant.teknowledge.com/DAML/Economy.owl#Duck>, <http://reliant.teknowledge.com/DAML/Economy.owl#Goose>, <http://reliant.teknowledge.com/DAML/Economy.owl#Turkey>, <http://reliant.teknowledge.com/DAML/Mid-level-ontology.owl#Chicken>]}
529	<http://reliant.teknowledge.com/DAML/Economy.owl#CookingOven>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#MajorAppliance>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#MajorAppliance>, <http://reliant.teknowledge.com/DAML/Economy.owl#ClothesDrier>, <http://reliant.teknowledge.com/DAML/Economy.owl#CookingRange>, <http://reliant.teknowledge.com/DAML/Economy.owl#CookingOven>, <http://reliant.teknowledge.com/DAML/Economy.owl#Dishwasher>, <http://reliant.teknowledge.com/DAML/Economy.owl#ClothesWashingMachine>, <http://reliant.teknowledge.com/DAML/Economy.owl#Refrigerator>, <http://reliant.teknowledge.com/DAML/Economy.owl#Freezer>, <http://reliant.teknowledge.com/DAML/Economy.owl#HotWaterHeater>]}
530	<http://reliant.teknowledge.com/DAML/Economy.owl#ClothesWashingMachine>	TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#MajorAppliance>]},TempateExpression{body=[?], head=[<http://reliant.teknowledge.com/DAML/Economy.owl#MajorAppliance>, <http://reliant.teknowledge.com/DAML/Economy.owl#ClothesDrier>, <http://reliant.teknowledge.com/DAML/Economy.owl#CookingRange>, <http://reliant.teknowledge.com/DAML/Economy.owl#CookingOven>, <http://reliant.teknowledge.com/DAML/Economy.owl#Dishwasher>, <http://reliant.teknowledge.com/DAML/Economy.owl#ClothesWashingMachine>, <http://reliant.teknowledge.com/DAML/Economy.owl#Refrigerator>, <http://reliant.teknowledge.com/DAML/Economy.owl#Freezer>, <http://reliant.teknowledge.com/DAML/Economy.owl#HotWaterHeater>]}
